Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.76634740,42.02190860,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,11,6/11/2025,0.999,On,1106.2,78.75,0.00,6.442,9.441,3.977,89.95,19.99,20.16,0,1,61.51,6/11/2025,Good,8.066,0.0011,3.025,0.00040,18.15,2.016,0.0086,4.033,0.00054,2.016,0.00027,19.53,0.333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76631466,42.02190843,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,12,6/11/2025,1.001,On,1105.9,78.75,0.00,6.293,9.228,2.353,90.26,19.99,20.16,0,1,60.00,6/11/2025,Good,8.064,0.0011,3.024,0.00039,18.14,2.016,0.0084,4.032,0.00053,2.016,0.00026,19.53,0.326,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76607773,42.02135959,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,13,6/11/2025,1.001,On,1106.5,78.75,0.00,5.600,8.209,6.115,87.46,19.99,20.20,0,2,53.37,6/11/2025,Good,8.081,0.00094,3.031,0.00035,18.18,2.020,0.0075,4.041,0.00047,2.020,0.00023,19.57,0.290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.015
-93.76604560,42.02136035,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,14,6/11/2025,0.999,On,1106.4,78.75,0.00,5.854,8.573,5.328,88.71,19.99,20.10,0,2,55.85,6/11/2025,Good,8.042,0.00097,3.016,0.00037,18.09,2.010,0.0078,4.021,0.00049,2.010,0.00024,19.47,0.302,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.015
-93.76601353,42.02136113,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,15,6/11/2025,1.001,On,1106.3,78.75,0.00,5.917,8.681,6.485,89.78,19.99,20.02,0,2,56.44,6/11/2025,Good,8.008,0.00098,3.003,0.00037,18.02,2.002,0.0079,4.004,0.00049,2.002,0.00025,19.39,0.304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016
-93.76597893,42.02136060,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,16,6/11/2025,1.000,On,1106.2,78.75,0.00,6.157,9.012,6.035,89.28,19.99,20.03,0,2,58.66,6/11/2025,Good,8.010,0.0010,3.004,0.00038,18.02,2.003,0.0082,4.005,0.00051,2.003,0.00025,19.39,0.316,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016
-93.76594440,42.02136078,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,17,6/11/2025,1.000,On,1106.1,78.75,0.00,6.408,9.400,5.183,89.79,19.99,20.00,0,2,61.17,6/11/2025,Good,8.002,0.0011,3.001,0.00040,18.00,2.000,0.0085,4.001,0.00053,2.000,0.00027,19.37,0.329,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76590981,42.02136065,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,18,6/11/2025,1.000,On,1106.1,78.75,0.00,6.403,9.377,5.259,90.16,19.99,20.00,0,2,61.03,6/11/2025,Good,8.000,0.0011,3.000,0.00040,18.00,2.000,0.0085,4.000,0.00053,2.000,0.00026,19.37,0.328,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76587519,42.02136016,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,19,6/11/2025,0.999,On,1106.0,78.75,0.00,6.378,9.347,5.380,89.95,19.99,19.99,0,2,60.89,6/11/2025,Good,7.997,0.0011,2.999,0.00040,17.99,1.999,0.0084,3.998,0.00053,1.999,0.00026,19.36,0.327,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76584054,42.02135971,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,20,6/11/2025,1.001,On,1105.9,78.75,0.00,6.435,9.432,4.989,89.81,19.99,19.99,0,2,61.33,6/11/2025,Good,7.998,0.0011,2.999,0.00040,17.99,1.999,0.0085,3.999,0.00053,1.999,0.00027,19.36,0.330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76580572,42.02135928,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,21,6/11/2025,1.000,On,1105.7,78.75,0.00,6.406,9.400,4.986,89.53,19.99,20.03,0,2,61.17,6/11/2025,Good,8.014,0.0011,3.005,0.00040,18.03,2.003,0.0085,4.007,0.00053,2.003,0.00027,19.40,0.330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76577086,42.02135899,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,22,6/11/2025,1.000,On,1105.6,78.75,0.00,6.492,9.508,4.514,89.03,19.99,19.98,0,2,61.88,6/11/2025,Good,7.991,0.0011,2.997,0.00040,17.98,1.998,0.0086,3.995,0.00054,1.998,0.00027,19.35,0.333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76573659,42.02135921,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,23,6/11/2025,0.999,On,1105.4,78.75,0.00,6.404,9.386,4.190,89.22,19.99,20.04,0,2,61.15,6/11/2025,Good,8.014,0.0011,3.005,0.00040,18.03,2.004,0.0085,4.007,0.00053,2.004,0.00027,19.40,0.329,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76571719,42.02135952,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,24,6/11/2025,0.601,On,1105.3,78.75,0.00,6.237,5.484,3.345,89.53,19.99,19.96,0,2,59.39,6/11/2025,Good,7.983,0.00062,2.994,0.00023,17.96,1.996,0.0049,3.991,0.00031,1.996,0.00015,19.33,0.192,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0099
-93.76551460,42.02157728,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,25,6/11/2025,1.000,On,1103.6,78.75,0.00,5.935,8.684,6.986,87.45,19.99,20.06,0,3,56.52,6/11/2025,Good,8.022,0.00098,3.008,0.00037,18.05,2.006,0.0079,4.011,0.00049,2.006,0.00025,19.42,0.305,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016
-93.76547730,42.02157829,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,26,6/11/2025,0.999,On,1103.5,78.75,0.00,6.572,9.633,6.741,88.52,19.99,20.02,0,3,62.75,6/11/2025,Good,8.009,0.0011,3.004,0.00041,18.02,2.002,0.0087,4.005,0.00054,2.002,0.00027,19.39,0.338,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76544004,42.02157853,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,27,6/11/2025,1.000,On,1103.5,78.75,0.00,6.942,10.18,5.662,88.54,19.99,19.97,0,3,66.28,6/11/2025,Good,7.988,0.0011,2.996,0.00043,17.97,1.997,0.0092,3.994,0.00057,1.997,0.00029,19.34,0.356,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76540306,42.02157868,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,28,6/11/2025,1.000,On,1103.5,78.75,0.00,6.826,10.01,6.349,88.69,19.99,20.06,0,3,65.15,6/11/2025,Good,8.023,0.0011,3.009,0.00043,18.05,2.006,0.0091,4.012,0.00057,2.006,0.00028,19.43,0.352,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76536639,42.02157907,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,29,6/11/2025,1.000,On,1103.4,78.75,0.00,6.844,10.04,6.107,89.20,19.99,19.99,0,3,65.34,6/11/2025,Good,7.995,0.0011,2.998,0.00043,17.99,1.999,0.0091,3.997,0.00057,1.999,0.00028,19.36,0.351,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76532940,42.02157885,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,30,6/11/2025,1.000,On,1103.4,78.75,0.00,6.806,9.984,5.585,88.99,19.99,20.01,0,3,64.98,6/11/2025,Good,8.002,0.0011,3.001,0.00042,18.00,2.001,0.0090,4.001,0.00056,2.001,0.00028,19.38,0.350,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76529289,42.02157880,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,31,6/11/2025,1.000,On,1103.4,78.75,0.00,6.819,10.00,5.648,88.95,19.99,20.10,0,3,65.08,6/11/2025,Good,8.039,0.0011,3.015,0.00043,18.09,2.010,0.0091,4.020,0.00057,2.010,0.00028,19.46,0.352,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76525619,42.02157907,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,32,6/11/2025,1.000,On,1103.4,78.75,0.00,6.765,9.921,6.270,89.22,19.99,20.03,0,3,64.57,6/11/2025,Good,8.012,0.0011,3.004,0.00042,18.03,2.003,0.0090,4.006,0.00056,2.003,0.00028,19.40,0.348,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76521982,42.02157941,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,33,6/11/2025,1.000,On,1103.4,78.75,0.00,6.771,9.931,6.400,89.76,19.99,19.96,0,3,64.63,6/11/2025,Good,7.983,0.0011,2.994,0.00042,17.96,1.996,0.0090,3.992,0.00056,1.996,0.00028,19.33,0.347,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76518315,42.02157938,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,34,6/11/2025,1.000,On,1103.4,78.75,0.00,6.777,9.938,5.760,89.88,19.99,19.97,0,3,64.68,6/11/2025,Good,7.987,0.0011,2.995,0.00042,17.97,1.997,0.0090,3.994,0.00056,1.997,0.00028,19.34,0.347,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76515007,42.02157902,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,35,6/11/2025,1.001,On,1103.4,78.75,0.00,6.557,9.619,4.152,89.50,19.99,19.94,0,3,62.54,6/11/2025,Good,7.975,0.0011,2.991,0.00041,17.94,1.994,0.0087,3.988,0.00054,1.994,0.00027,19.31,0.336,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76513807,42.02157904,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,36,6/11/2025,0.400,On,1103.4,78.75,0.00,5.968,3.490,4.393,89.25,19.99,20.03,0,3,56.79,6/11/2025,Good,8.014,0.00040,3.005,0.00015,18.03,2.003,0.0032,4.007,0.00020,2.003,9.876e-05,19.40,0.122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0063
-93.76490204,42.02190908,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,37,6/11/2025,0.996,On,1103.1,78.75,0.00,4.231,6.178,6.169,89.28,19.99,20.20,0,4,40.37,6/11/2025,Good,8.080,0.00070,3.030,0.00026,18.18,2.020,0.0056,4.040,0.00035,2.020,0.00018,19.56,0.218,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.011
-93.76487367,42.02190915,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,38,6/11/2025,1.000,On,1103.1,78.75,0.00,4.709,6.890,7.656,89.67,19.99,20.26,0,4,44.84,6/11/2025,Good,8.106,0.00079,3.040,0.00030,18.24,2.026,0.0063,4.053,0.00039,2.026,0.00020,19.63,0.244,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.012
-93.76484197,42.02190937,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,39,6/11/2025,1.004,On,1103.2,78.75,0.00,5.534,8.143,7.767,90.19,19.99,20.07,0,4,52.79,6/11/2025,Good,8.026,0.00092,3.010,0.00035,18.06,2.007,0.0074,4.013,0.00046,2.007,0.00023,19.43,0.286,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.015
-93.76480745,42.02190916,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,40,6/11/2025,0.996,On,1103.3,78.75,0.00,6.136,8.960,7.057,89.95,19.99,19.95,0,4,58.55,6/11/2025,Good,7.978,0.0010,2.992,0.00038,17.95,1.995,0.0081,3.989,0.00050,1.995,0.00025,19.32,0.313,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016
-93.76477191,42.02190875,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,41,6/11/2025,1.000,On,1103.3,78.75,0.00,6.469,9.478,6.699,89.17,19.99,19.94,0,4,61.68,6/11/2025,Good,7.974,0.0011,2.990,0.00040,17.94,1.994,0.0085,3.987,0.00053,1.994,0.00027,19.31,0.331,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76473632,42.02190904,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,42,6/11/2025,1.000,On,1103.3,78.75,0.00,6.583,9.665,6.603,89.46,19.99,19.93,0,4,62.90,6/11/2025,Good,7.974,0.0011,2.990,0.00041,17.94,1.993,0.0087,3.987,0.00054,1.993,0.00027,19.31,0.337,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76470031,42.02190948,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,43,6/11/2025,1.000,On,1103.3,78.75,0.00,6.613,9.701,6.690,90.06,19.99,19.98,0,4,63.14,6/11/2025,Good,7.994,0.0011,2.998,0.00041,17.99,1.998,0.0088,3.997,0.00055,1.998,0.00027,19.36,0.339,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76466436,42.02190926,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,44,6/11/2025,1.000,On,1103.4,78.75,0.00,6.691,9.810,6.162,89.95,19.99,19.91,0,4,63.84,6/11/2025,Good,7.965,0.0011,2.987,0.00041,17.92,1.991,0.0088,3.983,0.00055,1.991,0.00028,19.29,0.342,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76462801,42.02190899,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,45,6/11/2025,1.000,On,1103.4,78.75,0.00,6.694,9.816,5.701,89.62,19.99,20.05,0,4,63.89,6/11/2025,Good,8.021,0.0011,3.008,0.00042,18.05,2.005,0.0089,4.010,0.00056,2.005,0.00028,19.42,0.345,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76459201,42.02190895,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,46,6/11/2025,1.000,On,1103.5,78.75,0.00,6.712,9.843,5.743,89.67,19.99,20.09,0,4,64.06,6/11/2025,Good,8.037,0.0011,3.014,0.00042,18.08,2.009,0.0089,4.018,0.00056,2.009,0.00028,19.46,0.346,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018
-93.76455777,42.02190912,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,47,6/11/2025,1.000,On,1103.5,78.75,0.00,6.559,9.616,4.639,90.11,19.99,20.02,0,4,62.58,6/11/2025,Good,8.008,0.0011,3.003,0.00041,18.02,2.002,0.0087,4.004,0.00054,2.002,0.00027,19.39,0.337,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017
-93.76455138,42.02190916,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,48,6/11/2025,0.200,On,1103.6,78.75,0.00,6.281,1.842,3.685,90.20,19.99,20.06,0,4,59.94,6/11/2025,Good,8.022,0.00021,3.008,7.826e-05,18.05,2.006,0.0017,4.011,0.00010,2.006,5.217e-05,19.42,0.065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0033
-93.76243148,42.02150203,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,49,6/11/2025,1.000,On,1100.6,1.250,57.50,7.470,10.96,7.108,0.125,19.99,20.69,0,1,1.132,6/11/2025,Good,8.275,2.033e-05,3.103,7.623e-06,18.62,2.069,0.00016,4.137,1.016e-05,2.069,5.082e-06,20.04,0.0063,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00031
-93.76243091,42.02152628,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,50,6/11/2025,0.799,On,1100.6,1.250,57.50,7.528,8.816,7.283,0.094,19.99,20.44,0,1,1.140,6/11/2025,Good,8.176,1.616e-05,3.066,6.060e-06,18.40,2.044,0.00013,4.088,8.080e-06,2.044,4.040e-06,19.80,0.0050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00025
-93.76243101,42.02153240,90,TaskName 6/11/2025 (GreenStar 4 Monitor),Laudis/Warrant/AgSaver/Tough,51,6/11/2025,0.200,On,1100.5,73.75,-21.65,7.524,2.205,7.291,0.235,19.99,18.12,0,1,67.19,6/11/2025,Good,7.248,0.00021,2.718,7.927e-05,16.31,1.812,0.0017,3.624,0.00011,1.812,5.284e-05,17.55,0.066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0037
