Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.77152551,42.01868633,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,18,5/7/2025,1.001,On,1129.0,117.50,-1.875,5.921,8.691,4.863,90.21,42.29,42.42,0,1,84.31,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.773,0.028,8.485,0.0016,4.242,0.00078,40.51,0.950,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77149347,42.01868620,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,19,5/7/2025,1.000,On,1128.9,117.50,-1.875,5.936,8.698,4.740,89.92,42.29,42.55,0,1,84.46,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.787,0.028,8.510,0.0016,4.255,0.00078,40.63,0.953,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77146153,42.01868623,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,20,5/7/2025,0.999,On,1128.8,117.50,-1.875,5.963,8.743,5.002,89.84,42.29,42.49,0,1,84.99,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.780,0.028,8.498,0.0016,4.249,0.00078,40.58,0.957,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77142906,42.01868647,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,21,5/7/2025,1.000,On,1128.7,117.50,-1.875,5.968,8.753,4.699,90.26,42.29,42.51,0,1,85.00,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.782,0.028,8.502,0.0016,4.251,0.00078,40.60,0.959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77139681,42.01868644,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,22,5/7/2025,1.001,On,1128.5,117.50,-1.875,5.963,8.747,4.397,90.49,42.29,42.19,0,1,84.85,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.747,0.028,8.438,0.0016,4.219,0.00078,40.29,0.951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77136429,42.01868635,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,23,5/7/2025,0.995,On,1128.6,117.50,-1.875,5.996,8.760,3.968,90.59,42.29,42.08,0,1,85.49,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.734,0.028,8.416,0.0016,4.208,0.00078,40.19,0.950,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024
-93.77133423,42.01868600,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,24,5/7/2025,1.005,On,1128.4,117.50,-1.875,5.879,8.655,2.390,90.55,42.29,42.47,0,1,83.63,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.777,0.028,8.493,0.0015,4.247,0.00077,40.55,0.947,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023
-93.77130733,42.01868598,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,25,5/7/2025,0.995,On,1128.3,117.50,-1.875,5.218,7.612,5.685,91.04,42.29,43.80,0,1,74.28,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.927,0.025,8.760,0.0014,4.380,0.00070,41.83,0.859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.021
-93.77128747,42.01868587,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,26,5/7/2025,0.604,On,1128.4,117.50,-1.875,5.281,4.671,8.782,91.37,42.29,44.06,0,1,75.10,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.957,0.016,8.813,0.00087,4.406,0.00043,42.08,0.530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.013
-93.77125091,42.01868513,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,27,5/7/2025,1.001,On,1128.1,116.25,-2.500,6.340,9.288,4.757,91.21,42.29,39.65,0,1,89.14,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.460,0.028,7.929,0.0015,3.965,0.00077,37.86,0.939,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77121581,42.01868429,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,28,5/7/2025,0.999,On,1127.9,116.25,-2.500,6.708,9.829,3.871,90.51,42.29,38.24,0,1,94.53,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.302,0.028,7.649,0.0016,3.824,0.00078,36.52,0.958,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.026
-93.77118114,42.01868408,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,29,5/7/2025,1.001,On,1127.8,116.25,-2.500,6.410,9.409,5.488,90.43,42.29,43.21,0,1,90.31,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.861,0.031,8.641,0.0017,4.321,0.00085,41.26,1.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77114563,42.01868403,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,30,5/7/2025,1.000,On,1127.6,116.25,-2.500,6.515,9.560,4.256,90.91,42.29,42.60,0,1,91.85,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.792,0.031,8.519,0.0017,4.260,0.00085,40.68,1.038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.026
-93.77111073,42.01868377,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,31,5/7/2025,0.995,On,1127.6,116.25,-2.500,6.511,9.501,4.408,91.47,42.29,42.09,0,1,91.74,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.735,0.030,8.418,0.0017,4.209,0.00083,40.20,1.019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77110392,42.01868363,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,32,5/7/2025,0.200,On,1127.5,116.25,-2.500,6.489,1.905,4.782,91.51,42.29,42.54,0,1,91.50,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.786,0.0061,8.508,0.00034,4.254,0.00017,40.62,0.207,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0051
-93.77106900,42.01868297,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,33,5/7/2025,1.000,On,1127.4,115.00,-3.125,6.432,9.429,5.632,91.87,42.29,43.37,0,1,89.62,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.879,0.030,8.674,0.0017,4.337,0.00084,41.42,1.031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77103383,42.01868206,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,34,5/7/2025,1.005,On,1127.3,115.00,-3.125,6.486,9.564,4.983,91.35,42.29,42.51,0,1,90.44,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.783,0.030,8.502,0.0017,4.251,0.00084,40.60,1.025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77100597,42.01868111,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,35,5/7/2025,0.800,On,1127.2,115.00,-3.125,6.537,7.672,4.598,90.19,42.29,41.13,0,1,91.14,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.628,0.023,8.227,0.0013,4.113,0.00065,39.28,0.796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020
-93.77097081,42.01868088,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,36,5/7/2025,0.995,On,1127.1,113.75,-3.750,6.490,9.482,4.824,89.36,42.29,42.40,0,1,89.58,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.770,0.030,8.480,0.0016,4.240,0.00082,40.49,1.003,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77093574,42.01868112,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,37,5/7/2025,1.004,On,1127.0,113.75,-3.750,6.510,9.587,4.750,89.01,42.29,42.79,0,1,89.76,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.814,0.030,8.559,0.0017,4.279,0.00084,40.87,1.023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77090046,42.01868155,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,38,5/7/2025,0.996,On,1126.8,113.75,-3.750,6.503,9.501,4.408,88.61,42.29,42.59,0,1,89.67,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.791,0.030,8.518,0.0017,4.259,0.00083,40.67,1.009,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77086552,42.01868201,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,39,5/7/2025,1.004,On,1126.9,113.75,-3.750,6.504,9.576,4.582,88.32,42.29,42.05,0,1,89.67,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.731,0.030,8.410,0.0016,4.205,0.00082,40.16,1.004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77083065,42.01868301,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,40,5/7/2025,0.996,On,1126.7,115.00,-3.125,6.460,9.435,5.372,88.64,42.29,42.24,0,1,90.03,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.752,0.030,8.448,0.0016,4.224,0.00082,40.34,1.005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77079596,42.01868378,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,41,5/7/2025,1.005,On,1126.8,115.00,-3.125,6.440,9.488,5.810,88.92,42.29,42.55,0,1,89.72,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.787,0.030,8.509,0.0017,4.255,0.00083,40.63,1.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77076067,42.01868425,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,42,5/7/2025,0.995,On,1126.6,115.00,-3.125,6.485,9.462,5.584,88.58,42.29,42.15,0,1,90.38,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.742,0.030,8.429,0.0016,4.215,0.00082,40.25,1.005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77072606,42.01868501,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,43,5/7/2025,1.004,On,1126.7,115.00,-3.125,6.465,9.521,5.350,88.68,42.29,41.98,0,1,90.12,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.723,0.030,8.396,0.0016,4.198,0.00082,40.09,1.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77071897,42.01868517,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,44,5/7/2025,0.196,On,1126.8,115.00,-3.125,6.483,1.855,4.590,88.73,42.29,41.90,0,1,89.95,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.713,0.0058,8.379,0.00032,4.190,0.00016,40.01,0.196,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0049
-93.77068430,42.01868605,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,45,5/7/2025,1.004,On,1126.5,116.25,-2.500,6.494,9.573,5.436,89.72,42.29,41.40,0,1,91.61,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.658,0.030,8.281,0.0017,4.140,0.00083,39.54,1.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.026
-93.77064951,42.01868621,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,46,5/7/2025,1.001,On,1126.6,116.25,-2.500,6.424,9.432,6.131,89.92,42.29,42.93,0,1,90.53,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.829,0.030,8.585,0.0017,4.293,0.00084,41.00,1.032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77061438,42.01868606,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,47,5/7/2025,1.004,On,1126.6,116.25,-2.500,6.478,9.534,5.646,89.65,42.29,42.23,0,1,91.23,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.751,0.030,8.447,0.0017,4.223,0.00084,40.33,1.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77057966,42.01868610,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,48,5/7/2025,0.995,On,1126.5,116.25,-2.500,6.450,9.412,5.647,89.43,42.29,42.51,0,1,90.88,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.782,0.030,8.502,0.0017,4.251,0.00083,40.60,1.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77054474,42.01868644,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,49,5/7/2025,0.996,On,1126.9,116.25,-2.500,6.481,9.465,4.431,89.46,42.29,41.98,0,1,91.30,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.722,0.030,8.395,0.0017,4.198,0.00083,40.09,1.013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025
-93.77051754,42.01868678,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,50,5/7/2025,0.800,On,1126.7,116.25,-2.500,6.426,7.538,5.503,89.56,42.29,42.16,0,1,90.52,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.743,0.024,8.432,0.0013,4.216,0.00066,40.26,0.810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020
-93.77050441,42.01868719,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,51,5/7/2025,0.400,On,1126.6,115.00,-3.125,6.263,3.674,4.383,89.91,42.29,42.48,0,1,87.29,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.779,0.012,8.496,0.00064,4.248,0.00032,40.57,0.393,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0097
-93.77049177,42.01868721,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,52,5/7/2025,0.400,On,1126.6,113.75,-3.750,6.134,3.598,5.109,89.98,42.29,43.75,0,1,84.57,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.922,0.012,8.750,0.00064,4.375,0.00032,41.78,0.393,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0094
-93.77048489,42.01868732,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,53,5/7/2025,0.200,On,1126.7,110.00,-5.625,5.986,1.756,4.385,90.06,42.29,44.14,0,1,79.84,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.966,0.0055,8.828,0.00031,4.414,0.00015,42.16,0.187,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0044
-93.77047777,42.01868729,D Fields,TaskName 5/7/2025 (GreenStar 4 Monitor),Harness & 32%,54,5/7/2025,0.200,On,1126.8,91.25,5.560e-06,6.064,1.779,3.249,90.09,42.29,44.43,0,1,67.10,5/7/2025,Good,0.00,0.00,0.00,0.00,0.00,4.998,0.0047,8.886,0.00026,4.443,0.00013,42.43,0.158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0037
